年龄,收入,孩子数量,家庭人口数,在现住址时间,在现工作时间,住房种类,国籍,信用卡类型,是否违约
31,3400,0,2,21,108,缺失,德国,支票账户,1
26,2500,1,3,42,39,租住,德国,无信用卡,0
29,1700,1,2,3,6,租住,德国,无信用卡,0
26,2500,0,1,9,72,缺失,意大利,无信用卡,0
20,2400,0,2,108,6,租住,德国,无信用卡,1
34,1800,0,2,192,84,租住,德国,无信用卡,0
35,4000,2,4,84,96,自有,德国,无信用卡,0
26,1700,0,1,312,6,缺失,德国,无信用卡,1
40,3000,3,5,66,54,租住,德国,无信用卡,1
39,3500,1,3,21,120,租住,其它非欧洲国家,无信用卡,1
19,1000,0,1,120,3,缺失,德国,无信用卡,0
54,1600,0,2,288,120,租住,土耳其,无信用卡,0
43,3000,1,2,168,30,租住,德国,无信用卡,0
28,3300,2,4,18,48,缺失,德国,无信用卡,0
27,1900,1,3,9,18,租住,土耳其,无信用卡,1
32,4000,3,5,3,144,自有,德国,无信用卡,0
20,1900,0,2,3,15,租住,德国,无信用卡,1
29,2300,1,2,72,84,缺失,土耳其,无信用卡,1
19,2500,0,1,15,15,租住,德国,无信用卡,1
45,2500,0,1,30,168,租住,德国,无信用卡,0
24,0,0,2,6,45,缺失,其它非欧洲国家,支票账户,1
25,2200,1,3,6,18,租住,土耳其,无信用卡,1
24,0,0,1,3,18,租住,德国,支票账户,1
66,2300,0,1,66,84,租住,德国,无信用卡,1
58,2500,0,2,144,336,租住,南斯拉夫,无信用卡,0
47,3300,4,6,54,240,租住,其它非欧洲国家,无信用卡,0
28,5000,0,2,42,33,租住,德国,欧洲Master卡,0
26,2300,5,7,96,39,租住,德国,无信用卡,1
31,2400,0,1,66,6,租住,德国,无信用卡,0
26,2500,0,1,192,6,租住,德国,无信用卡,1
22,1800,0,1,66,3,租住,德国,无信用卡,1
59,3500,0,2,168,288,租住,德国,无信用卡,0
47,4000,0,2,168,144,缺失,德国,无信用卡,1
37,3500,2,4,24,6,租住,德国,无信用卡,0
36,2700,3,5,30,30,租住,土耳其,无信用卡,1
37,1500,2,3,36,48,租住,德国,无信用卡,0
31,2200,2,3,30,9,租住,德国,无信用卡,1
21,2000,0,1,144,66,租住,德国,无信用卡,1
63,1800,0,1,240,120,租住,德国,无信用卡,1
31,2500,4,6,42,54,租住,土耳其,无信用卡,0
22,1500,0,1,288,27,缺失,德国,无信用卡,1
49,3000,0,2,192,288,租住,土耳其,无信用卡,0
27,2000,2,4,84,144,租住,德国,无信用卡,0
26,2500,0,1,21,27,租住,德国,无信用卡,1
25,2300,0,1,30,18,租住,德国,无信用卡,0
23,2800,0,2,3,3,租住,德国,无信用卡,1
22,0,0,1,9,9,租住,德国,支票账户,1
49,2200,0,1,192,168,租住,土耳其,无信用卡,1
45,1500,1,3,240,39,租住,德国,无信用卡,0
31,3000,2,4,60,9,租住,德国,无信用卡,0
31,2200,2,4,60,45,租住,德国,无信用卡,0
30,0,2,4,6,18,租住,德国,欧洲Master卡,1
23,3300,1,3,192,54,租住,土耳其,无信用卡,1
23,2400,2,4,30,24,缺失,土耳其,无信用卡,1
27,1500,0,2,24,24,租住,土耳其,无信用卡,0
26,0,0,1,0,45,租住,德国,我行Visa卡,1
25,2000,0,1,6,54,租住,德国,无信用卡,1
23,3200,0,1,108,6,缺失,德国,无信用卡,1
45,3200,2,3,30,288,租住,南斯拉夫,无信用卡,0
39,0,1,3,144,18,租住,德国,支票账户,0
51,2900,0,2,264,96,缺失,德国,无信用卡,0
38,3400,3,5,66,54,租住,德国,无信用卡,0
35,3000,2,4,192,192,缺失,土耳其,无信用卡,0
27,0,0,1,240,120,缺失,土耳其,我行Visa卡,1
23,2800,1,3,6,27,租住,德国,无信用卡,0
45,3000,1,2,288,336,缺失,德国,支票账户,0
41,3500,0,2,42,120,缺失,德国,支票账户,0
22,0,0,1,168,30,租住,德国,支票账户,1
32,2400,1,2,24,60,租住,德国,无信用卡,0
29,1700,1,3,18,18,租住,德国,无信用卡,0
28,4000,3,4,96,108,租住,德国,无信用卡,1
27,2500,0,2,36,60,租住,土耳其,无信用卡,0
22,2300,0,1,3,18,租住,德国,无信用卡,1
34,5000,2,4,9,18,租住,德国,无信用卡,0
27,4000,0,2,18,96,缺失,德国,欧洲Master卡,0
24,2500,0,2,120,66,租住,土耳其,无信用卡,0
46,2300,0,2,84,36,租住,西班牙,无信用卡,1
28,3200,2,4,84,84,缺失,德国,无信用卡,1
26,1700,0,1,3,48,租住,德国,无信用卡,1
36,0,2,4,108,108,租住,南斯拉夫,支票账户,1
30,1900,0,1,18,30,租住,德国,无信用卡,0
53,2500,1,3,264,288,租住,南斯拉夫,无信用卡,0
45,2200,2,4,72,72,租住,希腊,无信用卡,0
28,0,2,4,72,15,租住,德国,支票账户,0
24,2700,0,2,24,66,租住,土耳其,无信用卡,0
63,1600,0,2,36,9,自有,德国,无信用卡,0
51,2800,0,1,66,9,缺失,德国,其它信用卡,1
31,3000,2,4,36,168,租住,德国,无信用卡,0
28,2500,0,1,66,18,租住,德国,无信用卡,0
63,2200,0,1,144,999,租住,德国,无信用卡,0
39,2900,2,3,15,144,租住,德国,无信用卡,0
29,1600,1,2,42,60,缺失,德国,支票账户,0
23,2500,1,3,18,6,缺失,德国,无信用卡,1
51,3500,0,2,48,999,租住,德国,无信用卡,1
23,0,0,1,168,27,租住,德国,支票账户,1
52,0,1,3,120,120,租住,德国,支票账户,0
40,0,0,2,192,96,租住,德国,支票账户,0
39,3500,0,1,12,6,租住,德国,无信用卡,0
25,2500,0,1,21,6,租住,德国,无信用卡,1
55,2900,1,2,60,999,自有,德国,无信用卡,0
27,2600,0,1,9,54,租住,德国,无信用卡,0
25,2200,1,3,30,27,租住,土耳其,无信用卡,0
24,2700,0,1,30,27,租住,德国,欧洲Master卡,0
31,0,1,2,3,27,租住,德国,支票账户,0
31,3000,1,3,312,120,租住,土耳其,无信用卡,0
20,0,0,1,192,6,租住,德国,其它信用卡,1
37,1500,2,4,108,9,租住,德国,无信用卡,0
25,5000,0,2,12,27,租住,德国,无信用卡,1
20,1000,0,1,60,27,缺失,德国,无信用卡,1
32,2100,0,2,6,84,租住,德国,无信用卡,0
32,2200,2,4,36,84,缺失,德国,无信用卡,0
53,1800,0,2,9,60,租住,其它非欧洲国家,无信用卡,0
51,0,0,2,54,84,租住,德国,欧洲Master卡,1
26,0,0,1,6,96,租住,德国,欧洲Master卡,1
29,4000,0,2,6,18,租住,德国,无信用卡,1
28,0,2,4,12,39,缺失,德国,支票账户,0
50,0,0,2,3,84,租住,德国,支票账户,1
25,1500,1,2,96,27,租住,德国,无信用卡,0
22,3000,0,1,42,39,租住,德国,无信用卡,1
56,2600,0,1,999,60,租住,德国,无信用卡,0
27,2800,0,1,3,15,租住,德国,无信用卡,0
27,2800,1,3,72,72,租住,德国,无信用卡,1
25,3300,0,1,21,21,租住,德国,无信用卡,1
25,0,0,1,18,42,租住,德国,欧洲Master卡,0
38,0,2,4,192,21,租住,意大利,支票账户,0
54,2200,0,1,192,288,租住,德国,无信用卡,0
50,4000,0,2,96,288,租住,南斯拉夫,支票账户,0
28,2500,3,5,96,120,租住,德国,无信用卡,1
24,0,0,1,36,36,租住,德国,支票账户,0
35,4000,3,5,108,60,租住,德国,无信用卡,0
27,1900,0,1,9,9,缺失,德国,无信用卡,1
53,3500,0,1,84,288,租住,德国,无信用卡,1
40,2500,0,1,120,240,缺失,德国,支票账户,0
39,2800,1,3,60,48,租住,德国,支票账户,1
34,0,2,4,66,192,租住,德国,支票账户,1
29,5000,2,4,24,84,自有,德国,无信用卡,1
26,2100,1,2,3,42,租住,德国,无信用卡,1
55,2500,0,1,3,288,租住,德国,无信用卡,0
37,2500,1,3,144,288,缺失,德国,无信用卡,0
39,2300,0,1,999,288,缺失,德国,无信用卡,0
37,2500,2,3,84,54,缺失,德国,无信用卡,0
28,2200,0,1,6,6,租住,德国,无信用卡,1
26,2900,0,1,42,18,租住,德国,无信用卡,0
59,1800,0,2,288,30,租住,德国,无信用卡,0
45,5000,0,1,9,18,租住,西班牙,无信用卡,0
38,0,0,1,42,42,缺失,德国,支票账户,0
35,5000,1,3,72,72,缺失,德国,无信用卡,1
32,2200,0,2,72,168,租住,德国,无信用卡,1
31,0,1,3,12,6,租住,土耳其,欧洲Master卡,0
29,2700,0,1,60,60,租住,德国,无信用卡,0
28,0,0,1,30,60,租住,德国,它行Visa卡,0
41,4000,0,1,3,6,租住,德国,无信用卡,0
30,3200,2,4,42,36,租住,德国,无信用卡,1
28,3300,0,1,30,39,租住,德国,无信用卡,1
47,0,1,3,36,288,租住,德国,支票账户,0
43,2600,2,4,216,288,租住,德国,无信用卡,0
39,0,0,2,6,54,租住,其它非欧洲国家,支票账户,0
49,1800,1,3,264,96,租住,南斯拉夫,无信用卡,0
26,3000,1,3,18,18,租住,德国,无信用卡,0
37,2400,0,1,84,21,缺失,德国,无信用卡,0
29,2800,2,4,144,168,租住,土耳其,无信用卡,0
24,2400,3,5,36,12,租住,其它非欧洲国家,无信用卡,0
53,2100,0,2,54,54,租住,德国,无信用卡,0
37,2100,0,1,6,36,租住,德国,无信用卡,0
22,1700,1,3,240,39,租住,土耳其,无信用卡,0
64,1500,0,1,240,42,租住,德国,无信用卡,1
46,3000,2,4,240,288,租住,土耳其,无信用卡,0
44,10000,2,4,42,168,自有,德国,无信用卡,0
39,4000,2,4,192,30,租住,德国,无信用卡,1
37,3500,1,3,15,30,缺失,德国,无信用卡,0
22,2400,0,1,30,72,缺失,德国,支票账户,0
30,2100,1,2,3,72,租住,德国,无信用卡,0
21,1500,0,1,84,39,缺失,德国,无信用卡,1
59,1500,0,2,168,144,缺失,德国,无信用卡,0
50,3000,3,5,9,192,租住,土耳其,无信用卡,0
36,1500,0,1,9,120,租住,德国,无信用卡,1
29,2000,0,1,84,42,租住,德国,无信用卡,1
29,2300,0,1,108,42,租住,德国,无信用卡,1
26,2000,0,1,9,9,租住,德国,无信用卡,1
22,2200,0,1,264,12,缺失,德国,无信用卡,1
47,0,0,2,3,144,租住,德国,支票账户,0
42,3100,2,4,9,45,租住,德国,无信用卡,0
26,0,0,1,60,60,租住,德国,支票账户,1
34,2800,4,6,96,84,租住,德国,无信用卡,0
31,2000,0,1,30,9,租住,意大利,无信用卡,0
29,3500,1,3,12,9,租住,德国,无信用卡,1
41,2200,0,1,96,3,租住,德国,无信用卡,1
30,2300,0,1,18,33,缺失,德国,无信用卡,1
29,0,1,3,108,54,缺失,德国,支票账户,1
20,2000,0,1,18,18,租住,德国,无信用卡,1
56,2500,1,3,336,39,租住,德国,无信用卡,0
28,1900,0,2,30,27,租住,德国,无信用卡,1
34,3200,2,4,48,6,租住,希腊,无信用卡,0
24,2200,0,1,15,96,租住,德国,无信用卡,0
20,2200,0,1,240,54,租住,德国,无信用卡,1
41,3200,2,4,54,48,租住,德国,无信用卡,0
31,0,0,2,60,60,租住,德国,支票账户,0
24,2300,0,1,3,33,租住,德国,无信用卡,0
25,2200,0,2,36,9,租住,土耳其,无信用卡,1
32,2800,2,4,36,24,租住,意大利,支票账户,0
28,5000,3,5,42,27,租住,土耳其,无信用卡,1
23,2000,0,1,108,54,缺失,德国,无信用卡,1
27,2900,0,1,336,84,租住,德国,无信用卡,0
25,0,1,3,42,12,租住,德国,支票账户,1
23,2100,1,2,9,9,租住,德国,无信用卡,1
27,0,0,1,66,144,租住,德国,支票账户,1
25,0,1,3,9,84,租住,土耳其,支票账户,0
31,3400,0,1,999,192,缺失,德国,无信用卡,0
25,2600,0,1,3,27,租住,德国,无信用卡,0
54,3000,2,4,9,60,租住,土耳其,无信用卡,0
48,0,2,4,3,21,租住,德国,支票账户,0
38,3200,2,4,21,3,租住,德国,无信用卡,0
24,2800,2,4,54,39,租住,土耳其,无信用卡,0
32,5000,2,4,15,36,租住,德国,无信用卡,0
65,3000,0,2,999,54,缺失,德国,支票账户,0
49,2400,0,2,192,48,租住,南斯拉夫,无信用卡,0
28,2300,0,2,3,120,租住,德国,支票账户,1
26,2900,0,2,42,108,租住,土耳其,无信用卡,0
41,1500,0,2,96,60,租住,德国,无信用卡,0
27,2700,1,3,48,18,租住,德国,无信用卡,1
23,1800,0,1,21,15,租住,德国,无信用卡,1
31,2500,2,4,54,9,租住,其它非欧洲国家,无信用卡,1
50,2300,1,3,72,33,租住,德国,无信用卡,1
27,3200,1,3,21,6,缺失,德国,无信用卡,1
23,1700,0,2,15,84,租住,土耳其,无信用卡,1
67,1900,0,2,999,66,租住,其它非欧洲国家,无信用卡,0
46,2500,2,4,168,288,租住,希腊,无信用卡,0
47,2000,0,2,15,288,缺失,南斯拉夫,无信用卡,0
26,2100,0,1,18,15,租住,德国,无信用卡,1
53,2800,1,3,3,33,租住,德国,无信用卡,0
51,3000,0,2,168,288,缺失,德国,无信用卡,0
27,1600,2,4,6,12,租住,其它欧洲国家,无信用卡,1
24,2200,0,1,21,60,租住,德国,无信用卡,1
38,3500,1,3,144,66,租住,德国,无信用卡,1
34,1700,0,1,60,12,租住,德国,无信用卡,1
59,2700,0,2,336,336,缺失,德国,无信用卡,0
55,1600,1,3,168,27,租住,土耳其,无信用卡,0
28,2500,1,3,30,54,租住,德国,无信用卡,1
21,0,0,1,36,18,租住,德国,欧洲Master卡,0
31,3300,0,1,48,168,缺失,土耳其,无信用卡,1
24,3000,0,1,54,48,缺失,土耳其,无信用卡,0
60,2200,0,2,192,18,租住,德国,无信用卡,0
24,2300,0,1,24,6,租住,其它非欧洲国家,无信用卡,1
37,0,0,1,0,6,租住,德国,支票账户,0
27,2200,0,1,96,48,租住,德国,无信用卡,1
25,2800,2,4,192,108,租住,土耳其,无信用卡,1
36,2400,2,4,120,54,租住,德国,支票账户,0
29,2400,2,4,3,24,租住,希腊,无信用卡,1
21,2000,0,2,120,9,租住,土耳其,无信用卡,1
56,2400,0,2,288,48,租住,德国,无信用卡,1
45,2400,1,3,24,24,租住,德国,无信用卡,0
37,10000,2,4,54,48,租住,德国,无信用卡,0
31,2200,0,1,36,12,缺失,德国,无信用卡,1
22,1600,0,2,30,72,缺失,德国,无信用卡,1
30,2600,0,1,9,39,租住,德国,无信用卡,0
27,5000,1,2,15,24,租住,德国,无信用卡,1
26,2500,1,3,96,15,租住,德国,无信用卡,1
52,3500,0,2,36,84,缺失,德国,无信用卡,0
41,4000,1,2,0,21,租住,德国,无信用卡,1
35,3400,1,3,54,48,租住,德国,无信用卡,0
30,3000,0,2,9,84,租住,德国,无信用卡,1
28,2200,0,1,54,144,缺失,德国,无信用卡,0
49,3000,0,1,42,39,租住,德国,无信用卡,0
22,0,0,1,144,30,租住,德国,支票账户,0
45,0,2,4,15,15,租住,德国,欧洲Master卡,0
27,2600,0,1,12,15,缺失,德国,无信用卡,1
41,0,0,1,144,6,缺失,德国,支票账户,1
27,2100,2,4,66,6,租住,德国,无信用卡,1
42,2500,3,5,168,60,租住,德国,无信用卡,1
29,2400,0,2,12,39,租住,德国,无信用卡,1
63,1500,0,1,168,216,租住,德国,无信用卡,1
23,2200,1,3,18,36,租住,土耳其,无信用卡,0
24,2300,0,1,3,72,缺失,德国,无信用卡,1
33,2300,0,1,108,6,租住,德国,无信用卡,0
31,2700,1,2,72,6,缺失,德国,支票账户,0
26,2000,0,1,36,6,缺失,德国,无信用卡,1
36,2200,0,1,168,24,缺失,其它欧洲国家,无信用卡,1
26,2800,1,3,24,84,租住,德国,无信用卡,0
35,10000,2,4,168,168,自有,德国,无信用卡,0
27,0,0,1,42,30,租住,德国,支票账户,0
51,1500,0,2,999,336,自有,德国,无信用卡,0
30,2200,0,1,9,27,缺失,德国,无信用卡,1
31,2800,1,3,66,54,租住,土耳其,无信用卡,0
28,3000,1,3,36,144,租住,德国,无信用卡,0
43,2500,1,3,3,192,租住,德国,无信用卡,1
33,0,2,4,108,27,租住,德国,支票账户,1
27,2200,0,1,216,48,租住,德国,无信用卡,1
54,3100,1,3,66,336,自有,意大利,支票账户,0
39,2800,1,3,42,192,租住,德国,无信用卡,0
24,4000,2,4,240,108,租住,德国,无信用卡,1
47,2500,1,3,66,66,租住,德国,无信用卡,0
26,4000,2,4,30,24,缺失,德国,无信用卡,0
24,2000,0,1,9,15,租住,其它欧洲国家,无信用卡,1
56,2400,1,3,999,60,自有,德国,无信用卡,1
27,2400,0,1,42,66,租住,德国,无信用卡,1
26,2000,0,1,9,18,租住,德国,无信用卡,0
23,3000,0,1,264,36,缺失,土耳其,无信用卡,1
41,3300,1,3,144,240,租住,德国,无信用卡,1
28,2400,0,1,96,12,缺失,德国,无信用卡,0
26,1600,0,1,6,39,租住,德国,无信用卡,1
24,1500,0,1,18,36,租住,德国,无信用卡,0
39,0,1,3,60,48,租住,德国,欧洲Master卡,0
56,2000,0,2,30,288,租住,土耳其,无信用卡,1
44,2700,0,1,192,240,租住,德国,无信用卡,0
27,2400,3,5,54,39,租住,土耳其,无信用卡,1
39,3100,2,4,120,120,租住,德国,无信用卡,0
20,0,0,1,240,30,租住,德国,支票账户,0
44,1700,4,6,48,288,缺失,德国,无信用卡,1
24,2500,0,2,15,30,租住,希腊,无信用卡,1
24,4000,2,4,36,21,租住,德国,无信用卡,1
23,2000,0,1,9,66,租住,德国,无信用卡,0
27,0,0,1,24,24,租住,其它非欧洲国家,支票账户,1
43,3300,1,3,30,192,缺失,德国,无信用卡,0
30,2200,0,2,48,48,租住,德国,无信用卡,0
47,4000,1,3,84,336,自有,德国,无信用卡,0
37,1500,0,2,6,45,租住,德国,无信用卡,1
30,2800,0,1,9,96,租住,德国,无信用卡,0
24,2300,0,1,30,54,租住,德国,无信用卡,0
23,2000,0,1,108,72,缺失,德国,无信用卡,0
32,3200,1,3,72,24,租住,德国,无信用卡,0
37,2600,2,4,6,39,租住,德国,无信用卡,1
44,3000,1,2,15,288,租住,其它非欧洲国家,无信用卡,1
20,2300,0,1,9,6,租住,德国,无信用卡,1
26,5000,2,4,15,39,租住,德国,无信用卡,1
32,4000,3,5,96,120,租住,其它欧洲国家,无信用卡,1
41,2000,3,5,6,84,缺失,土耳其,无信用卡,1
31,2200,0,1,9,18,租住,德国,无信用卡,0
28,3300,2,4,36,96,租住,土耳其,无信用卡,0
34,2700,2,4,60,216,租住,德国,无信用卡,0
26,2400,0,1,66,108,缺失,德国,支票账户,0
58,2600,0,1,54,9,租住,德国,无信用卡,0
49,3500,0,2,240,240,租住,德国,无信用卡,0
34,3200,1,3,72,12,自有,德国,无信用卡,0
30,3000,0,2,48,54,租住,德国,无信用卡,0
24,2000,0,1,12,9,租住,德国,无信用卡,1
21,1000,0,1,84,42,缺失,德国,无信用卡,1
31,2500,1,3,36,144,租住,德国,无信用卡,0
67,2800,0,1,168,24,租住,德国,无信用卡,0
23,2300,0,1,144,48,缺失,德国,无信用卡,1
32,3500,0,1,54,45,租住,德国,无信用卡,0
27,2600,0,1,312,18,租住,德国,无信用卡,1
21,1600,0,1,264,30,租住,德国,无信用卡,1
49,3000,1,3,144,336,租住,德国,无信用卡,0
44,2500,1,3,168,144,租住,德国,无信用卡,1
34,0,1,3,312,108,租住,德国,支票账户,1
20,1800,0,1,72,21,缺失,德国,无信用卡,1
37,2500,0,1,9,108,租住,德国,无信用卡,1
39,1500,3,4,15,336,缺失,德国,无信用卡,1
33,2700,1,3,54,54,租住,德国,无信用卡,1
27,2300,1,3,30,60,租住,德国,无信用卡,1
23,2300,0,1,0,33,租住,德国,无信用卡,1
35,1800,0,1,0,216,租住,德国,无信用卡,1
23,3000,1,3,48,21,租住,德国,无信用卡,0
35,2700,2,4,54,27,租住,德国,无信用卡,0
28,3000,0,1,30,66,租住,希腊,无信用卡,0
25,3300,3,5,36,45,租住,德国,无信用卡,1
53,2900,0,2,240,192,租住,南斯拉夫,无信用卡,0
29,0,3,5,72,120,租住,土耳其,支票账户,1
19,0,0,1,54,18,租住,德国,支票账户,0
27,3200,1,3,42,84,自有,德国,无信用卡,0
27,0,0,1,21,6,租住,德国,支票账户,0
52,3000,0,2,84,72,缺失,德国,无信用卡,0
37,2400,0,1,168,96,缺失,德国,无信用卡,0
29,2700,2,4,9,24,缺失,德国,无信用卡,0
36,4000,4,6,120,240,缺失,土耳其,无信用卡,1
36,4000,4,6,120,240,缺失,土耳其,无信用卡,1
25,2800,2,4,66,54,租住,土耳其,无信用卡,0
34,3500,2,4,999,168,租住,德国,无信用卡,0
37,2500,2,4,144,18,租住,德国,无信用卡,1
35,3100,3,5,72,30,租住,其它非欧洲国家,无信用卡,0
30,3500,2,4,18,120,租住,德国,无信用卡,0
30,2500,1,3,999,120,租住,德国,无信用卡,0
44,4000,0,2,18,21,租住,德国,无信用卡,0
28,1500,0,2,6,39,租住,德国,无信用卡,1
26,2800,0,1,18,54,租住,德国,无信用卡,1
37,3000,2,4,9,108,租住,德国,无信用卡,0
21,2500,0,1,30,3,租住,德国,无信用卡,1
20,2000,0,1,144,9,租住,德国,无信用卡,1
49,5000,0,1,168,288,租住,德国,无信用卡,0
38,2400,0,1,15,27,租住,德国,无信用卡,1
48,2200,0,2,9,9,租住,其它非欧洲国家,无信用卡,1
42,2100,2,4,264,192,租住,德国,无信用卡,1
33,3300,0,2,72,54,租住,德国,无信用卡,0
20,2500,0,1,240,39,租住,德国,无信用卡,1
48,0,0,2,168,336,租住,德国,支票账户,0
37,0,0,1,42,27,租住,德国,欧洲Master卡,0
19,0,0,1,3,30,租住,德国,支票账户,1
26,2300,0,1,6,18,租住,德国,无信用卡,1
43,3500,2,4,42,33,缺失,德国,无信用卡,0
38,2500,1,3,96,27,租住,其它非欧洲国家,无信用卡,1
47,5000,1,3,288,144,租住,德国,无信用卡,1
48,3200,0,1,66,39,租住,德国,无信用卡,0
31,2400,2,4,192,168,租住,土耳其,无信用卡,0
24,2400,0,1,168,60,缺失,德国,无信用卡,1
23,2000,0,1,288,39,租住,德国,无信用卡,0
24,1600,0,1,288,6,租住,德国,无信用卡,0
22,2200,0,1,192,84,缺失,德国,其它信用卡,0
46,5000,2,4,192,240,租住,南斯拉夫,无信用卡,0
19,2400,0,1,192,45,租住,德国,无信用卡,1
33,3500,2,4,3,96,租住,土耳其,无信用卡,1
45,2300,2,4,42,54,租住,德国,无信用卡,0
42,0,1,2,60,66,租住,德国,支票账户,0
33,4000,3,5,36,36,租住,德国,无信用卡,0
26,2400,0,1,6,24,租住,德国,无信用卡,1
45,2200,0,2,192,9,租住,德国,无信用卡,1
33,2300,0,1,3,24,租住,德国,无信用卡,1
32,0,1,3,84,36,租住,德国,支票账户,0
27,2800,2,4,24,54,租住,土耳其,无信用卡,1
59,0,0,2,66,15,租住,德国,欧洲Master卡,0
37,0,1,3,6,168,租住,德国,支票账户,0
36,3400,0,1,120,24,租住,德国,无信用卡,1
25,0,1,3,216,48,租住,土耳其,支票账户,0
31,2200,0,1,66,9,租住,德国,支票账户,0
21,2100,0,1,36,48,租住,德国,无信用卡,1
33,2800,0,2,144,84,缺失,德国,无信用卡,0
26,2500,1,3,30,9,租住,德国,无信用卡,0
26,2800,1,3,15,66,租住,德国,无信用卡,1
34,3500,2,3,30,144,租住,德国,无信用卡,0
22,2000,0,1,264,60,缺失,德国,支票账户,0
41,2500,1,3,192,54,租住,德国,无信用卡,0
28,3400,0,2,42,21,租住,西班牙,无信用卡,0
27,2200,0,1,21,66,租住,德国,无信用卡,1
41,5000,1,2,999,60,缺失,德国,其它信用卡,0
21,1000,0,1,15,21,租住,其它非欧洲国家,无信用卡,1
31,3200,1,3,30,39,缺失,德国,支票账户,0
56,2200,0,1,999,999,租住,德国,无信用卡,1
42,1600,0,1,3,96,租住,德国,无信用卡,1
42,1500,0,1,24,27,租住,德国,无信用卡,1
35,3500,2,4,168,192,租住,德国,无信用卡,0
30,0,2,3,3,33,租住,德国,支票账户,1
21,2700,0,1,264,12,租住,德国,无信用卡,1
57,2000,0,2,42,27,缺失,德国,无信用卡,0
29,2600,0,2,21,21,缺失,德国,无信用卡,0
33,3200,3,5,42,30,租住,德国,无信用卡,1
26,2300,0,1,192,6,租住,德国,无信用卡,1
34,2500,0,1,12,30,租住,德国,无信用卡,0
32,2800,0,1,9,24,租住,德国,无信用卡,1
31,2100,0,1,3,12,租住,德国,无信用卡,0
27,2200,0,2,36,36,租住,德国,无信用卡,1
